id	value
"ANTI-RELIGIOUS	1
"ANTI-TRUMP"	2
"ANTICS"=DEPRTNG	3
"APRENDIZ	2
"ARRANT	2
"ARTS"	1
"AS	3
"ASALTO"	1
"ASK	1
"ASKED	1
"AT	6
"AWE	1
"BAND"OF	1
"BA…	1
"BEGAN	1
"BELIEVE	1
"BERKELEY,	1
"BEST"	3
"BIAS	1
"BIG,	1
"BIGGEST	7
"BLACK	1
"BRILLIANT"	4
"BRING	1
"BUG"	2
"BULLS--TTING"	18
"BULLSH*TTING"	2
"BULLSHIT.	2
"BULLSHITTER"	17
"BUSINESS	2
"BUT	1
"BY	1
"CAN	1
"CAPITALIST"	2
"CARING"	6
"CHANCES	1
"CHARITY."	1
"CLIENT	1
"CLINTON	1
"COLD	1
"COMMISSIONED"	1
"COMMON	1
"COMPASSION."…	1
"COMPELLING	1
"COMPROMISED"	1
"CONFUSE…	1
"CONVINCE	1
"CORRUPTED"	2
"CRUEL	1
"CUTS."	1
"DAMMIT!"
AMERICA:	2
"DAMNING	2
"DE	1
"DEAL	2
"DEBE	1
"DECLINING	1
"DEEP	1
"DEFENSIVE	1
"DEMOCRACY	1
"DEPLORABLES"	1
"DERSHOWITZ:	4
"DIRTY	1
"DISMANTLE	2
"DIVERSE	1
"DO	2
"DOES	1
"DOIT	1
"DONALD	15
"DON’T	1
"DUES"	4
"EDUCATE"	1
"EL	1
"EMAILS"	1
"EMBARRASSED"	3
"EMBARRASSINGLY	1
"EMPATHIZE"....NOOO…	1
"EMPLOYEES	1
"ENEMIES	1
"EPA	1
"EPICALLY	3
"EPICAL…	1
"ERRANT	1
"ESPORTAZIONE	1
"ET"	1
"EXPLAIN"	3
"EXTERMINATE!"	1
"EXTREMELY	1
"FAKE	2
"FALSEHOOD".	1
"FAMILY	1
"FAMOUS	1
"FAREED	1
"FATHER,	22
"FINANCIAL	1
"FINDING	2
"FINNESSEQUEEN"	1
"FIRST	1
"FOR	1
"FOUND	1
"FUND	1
"FUND"	5
"GANG	1
"GERMAN	1
"GERMANY	3
"GET	44
"GETTING	1
"GE…	1
"GIVES"	3
"GOING	1
"GORKA	1
"GRANDES	6
"GREAT	6
"GROWTHS"	1
"GUESTS"	1
"GUNS	1
"HANDSHAKE,	2
"HANDSHAKE?"
MERKEL:	1
"HARD	1
"HAVE	1
"HE	6
"HE'S	11
"HERE'S	18
"HIGH-RANKING"	2
"HIS	3
"HISTORICAL"
HTTPS://T.CO/O1HVROQNBN
ONE	9
"HOW	13
"HUGE	1
"I	41
"I'M	10
"I'VE	8
"IF	9
"ILLEGITIMATE	31
"IMMIGRANTS	1
"IMMIGRATION	7
"IN	5
"INFLUENCE."	1
"INTROSPECTION"	1
"IRISH	7
"IRRESPONSIBLE"?	1
"ISOLATIONIST"	1
"IT	6
"IT'S	1
"JACKIE	2
"JUDGE"	4
"JUDICIAL	1
"JUST	8
"KEEP	4
"KELLY"	1
"KILL"	1
"KING	1
"KITTY."	1
"KK	1
"KLUSTERFU**EN"	1
"L'IMMIGRAZIONE	1
"L'M	1
"LADIES	1
"LEADER	38
"LEADERS."	1
"LEGAL	1
"LEGITIMATE"	1
"LET	1
"LET'S	2
"LIBERALS	1
"LIKE	1
"LITTLE	1
"LOAN	8
"LOCK	19
"LOOK	1
"LOOK,	1
"LORD	8
"LOWLIFE"	1
"LUCES	1
"LYING	1
"MAJOR	44
"MAKE	1
"MAN	1
"MARMEL	1
"MAY	1
"MEAL	1
"MEALS	10
"MEETINGS	2
"MINI-ME"	1
"MORTIFYING."	1
"MRS	2
"MY	4
"NATURAL	2
"NEVER	2
"NEW	2
"NEWS"	1
"NO	3
"NO"	2
"NOBODY	15
"NONSENSE...COMPLETE	2
"NORQUIST:	1
"NOT	5
"NOW	1
"NOW!"	1
"OBAMA	6
"OCTOBER	1
"OF"	1
"ON	1
"ONCE	1
"ONE	1
"P"	1
"PATRIOTIC	1
"PBS!"	1
"PHYSICALLY	2
"PLANS	1
"PLEASE	1
"POLITICAL	4
"POTUS45"	1
"PREEMPTIVE	4
"PRES.	2
"PRESIDENT	6
"PRESIDENT"	9
"PRETEND	1
"PRINCIPLES"-	1
"PROMISE":	2
"QUOTING	2
"READ"	1
"REAL	3
"REASONABLE".	1
"REFUGEE"	1
"REINCE	57
"REP.	6
"REPRESENTS	1
"REPUBLICANS	1
"REVEAL".	1
"REX	2
"RONALD	1
"ROUTE	1
"RUSSIAGATE"	18
"SAD!".	1
"SANCTUARY	1
"SE	1
"SECOND,	2
"SELDOM	1
"SENATORS	32
"SENDING	1
"SHAGGY"	2
"SINCEREST	1
"SINGLE	1
"SO	1
"SO,	2
"SO-CALLED"	1
"SOFT	1
"SOURCE	1
"SOUTHERN	2
"SPECIAL"	1
"SPEECH"HTTPS…	1
"SPICER	1
"ST	2
"START	2
"STUFF"	1
"STUPID	1
"SWAMP	1
"SWASTIKAS/DOLLAR	1
"TAKE	1
"TALENTED	1
"TALK	5
"TAP"
HTTPS://T.CO/E0WKTXYSHY	1
"TAP."
NOT	242
"TAPPED"	1
"TAPPED'	1
"TELEFONLARIN	2
"TERRORIST"	1
"THAT	1
"THE	47
"THERE	17
"THERE'S	1
"THIS	20
"THOSE	2
"TILLERSON	2
"TO	1
"TODAY,	1
"TOLD	1
"TOL…	2
"TOO	1
"TOOK	3
"TOP	1
"TOUGH"	3
"TROUBLED"	1
"TRUMP	34
"TRUMP"	2
"TRUMP'S	6
"TRUMP’S	1
"TRYING	3
"U	1
"UNDERMINE"	1
"UNDERMINING	2
"UNFORESEEN	1
"UNSOPHISTICATED	1
"USA!	1
"USES	6
"VA	1
"VAST	11
"VAST…	1
"VERY,	2
"VOCÊ	1
"VOTERS	1
"WAIT	4
"WALK	1
"WAR"	1
"WE	22
"WE'LL,	1
"WE'RE	3
"WE...ARE	2
"WELL,	9
"WHAT	7
"WHAT,	1
"WHATEVER.	1
"WHO	1
"WHY	42
"WIESZ,ŻE	1
"WOKE"	1
"WOLF!"

WHAT'S	1
"WORDS	1
"YA'LL	2
"YEAH	1
"YES"	1
"YOU	4
"YOU'RE	2
"YOUR	1
"ZERO"	1
"¿QUIERES	1
"…	7
#	4
##ELECTION2016	1
#1	11
#16	1
#18LENOMBREDESIDEES	1
#202-224-3121	1
#2A

#ECONOMY…	5
#2K17	1
#371TVT	1
#45	1
#639	1
#8	5
#@POTUS	1
#A1	1
#A2	1
#ABKEHR	2
#ABOUT	1
#ABRONXTALE	1
#ABSURD	1
#ABWENDUNG	1
#AB…	1
#ACA	2
#ACTION	3
#ACTIVIST	1
#ACTIVIST...#POWERFUL	1
#ADVOCATE	1
#AFP	1
#AGREED	2
#AHCA	1
#AHOLE	1
#AIDS	1
#ALBUMCOVER	1
#ALEMANIA	2
#ALIST	1
#ALTPLAYLIST	1
#ALTRIGHT	1
#ALWAYSLOOKONTHEBRIGHTSIDE	1
#AMERICA	2
#AMERICAFIRST	19
#AMERICAFIRST
JOIN	3
#AMERICAN	1
#AMERICANPRIDE	1
#AMERICANSMATTER	1
#AMERICAWINS	12
#AMJOY	70
#AMJOY

#TRUMPRUSSIA	2
#AMJOY:	1
#AMLO	1
#ANALYSTEN	1
#ANCAP	1
#ANGELAMERKEL	7
#ANGELAMERKEL:	1
#ANGELA_MERKEL	1
#ANIMALSHBO	1
#ANTIGLOBALISM…	1
#ANTITRUMP	2
#ANTITRUMPMVMT	1
#APARTHEID	1
#APPLE	1
#APRILFOOLSDAY	1
#ARIZONA	1
#ARNEWS1936	2
#ARNOLDSCHWARZENEGGER	1
#ARREST	2
#ARRESTILLEGALS	2
#ART	1
#ARTFUNDING	2
#ARTICLEV	10
#ASKLUCKYLARRY	1
#ASS-HOLE,	1
#ASSHAT	1
#ATS	1
#AUSPOL	2
#AZ	1
#A…	1
#BADENBADEN	1
#BADGERS	1
#BALTIMORE	1
#BANNON	1
#BATHROOM	1
#BDS	2
#BI	1
#BIGBIRD	1
#BIGLY	1
#BIGLY

#GCHQ	1
#BILLBOAR…	1
#BITCOINCHANNEL	1
#BLACKLIVESMATTER

HTTPS://T.CO/TUHQNTENII	2
#BLACKMAIL	1
#BLIZZARD2017	1
#BLOCKED	1
#BLOTUS	1
#BLOTUS.	1
#BOEING	1
#BONDBEAR	1
#BONDVILLAIN	1
#BOOKBUZZR	1
#BOORISH	1
#BORDERWALL	8
#BOYCOTTHAWAII	4
#BOYCOTTMACYS	1
#BRAVEJOURNOS,	1
#BREAKING	5
#BREAKING:	3
#BREAKING:TRUMP	1
#BREAKINGNEWS	1
#BREITBART	1
#BREITBART_TV	1
#BREXIT	1
#BREXIT!	1
#BRISTOL	1
#BRITS	1
#BRITSUNUSUALLYINVOLVED	1
#BUDGET	3
#BUDGET2017	5
#BUDGET?	1
#BUILDTHEWALL	8
#BULLSHITPRESIDENT	1
#BULLSHITTING.…	1
#BUSINESS	2
#BUYERSREMORSE
TRUMP	2
#BUYERSREMORSE!	1
#BU…	1
#BYEDONALD	1
#CALEXIT	1
#CALIFORNIA	1
#CALIFORNIA
SCREW	1
#CAPITALISM	1
#CATSAGAINSTTRUMP	1
#CAWATER	1
#CCOT	2
#CDNPOLI…	2
#CHAFFETZ	1
#CHINA’S	1
#CHINESE	1
#CHRISTIAN	3
#CHUCKBERRY	1
#CHUCKSCHUMER	1
#CIA	2
#CIAHACKING	1
#CIC	1
#CIVICACTION	1
#CLEANERCARS	1
#CLIMATE	1
#CLIMATECHANGE	6
#CLINTON	1
#CLINTON.	1
#CLOWNS	1
#CNN	10
#CNN…	1
#COAL’S	1
#COLLECTIVE	1
#COMEY	7
#COMPROMISED	1
#CONFIRMGORSUCH	2
#CONFIRMGORSUCH…	1
#CONFIRMGORSU…	1
#CONFIRMG…	1
#CONFLICTS	2
#CONGRESS	1
#CONTENTMARKETING	1
#CONWAY'S	1
#CORPORATESTATE	1
#COUNTERRESISTANCE	1
#CRAIGSLIST	1
#CRAZY	1
#CRICKETS	3
#CROOKEDHILLARY	1
#CTL	5
#CULTURE	1
#CUSTOMERSERVICE	1
#CUT	1
#CVE	1
#DAILY	1
#DAILYSHOWZEN	1
#DANGEROUS	1
#DAPL	1
#DAPL.	1
#DC	1
#DEARMRPRESIDENT	1
#DEBATE	1
#DEEPSTATE	3
#DEEPSTATE…	2
#DELUSIONALDONALD	1
#DEM
HERE	1
#DEMFORCE	1
#DEMOCRACY	1
#DEMOCRATS	3
#DEMS	1
#DEPLORABLES	1
#DEPORT	2
#DEPORTATIONS!	1
#DESTINYANDBRUCE	1
#DEUTSCHLAND	2
#DFW	1
#DICKTATORS	2
#DIMWITDON	2
#DIPLOMACIA	1
#DIRTYDONNIE	1
#DNC	1
#DOBBS	1
#DOGS	1
#DONALD	4
#DONALDTRUMP	10
#DONTHECON	8
#DONTHECON…	2
#DONTLETTHEDOORHITYOURASSONTHEWAYOUT	1
#DONTRUMPJR…	1
#DOWHATISAYNOTWHATIDO	1
#DRACONIAN	1
#DRAINTHATSWAMP	1
#DRAMAQUEEN	1
#DRUMPF	2
#DTMAG	3
#DTMAG…	1
#DUMPTRUMP	3
#DWORKINREPORT…	1
#DÃADESANPATRICIO…	1
#EARTH2TRUMP	1
#EDITION	1
#EDM	1
#EE.UU.	1
#EEUU	1
#ELDERLY	1
#ELECTIONS	1
#ELENORDENKER.	1
#EMBARRASSMENT	1
#ENDAKENNY	1
#ENDTHEQUOTA	1
#ENERGY	1
#ENVIRONMENT	1
#EPA	2
#EPICFAIL	2
#ESNOTICIA	2
#EU	4
#EU:	2
#EUROPEAN	1
#EVICTEDFROMOURHOUSE😡👎🏻	1
#EVIDENCE	1
#EXTRAVAGANT	1
#EXTREMEVETTING	1
#FACEPALM	1
#FAIL	2
#FAKENEWS	16
#FAKENEWS

HTTPS://T.CO/JA2ZX…	1
#FAKENEWS

HTTPS:…	1
#FAKENEWS
TODO	1
#FAKENEWS,	1
#FAKENEWS...

THE	1
#FAKENEWSMEDIA	2
#FALSAP…	1
#FASCISM	1
#FASCIST	1
#FASHION	2
#FASHIONWEEKNEWS	2
#FAZ	3
#FBIISBOUGHT	1
#FED	3
#FEEDLY	9
#FEELTHEBERN	1
#FEHLER,	1
#FEMAIL	1
#FEMCROWDFUND	1
#FEMINISTSCREECHERBOTS	1
#FIGHTINJUSTICE	1
#FIGHTON
FLORIDA	1
#FINANCE	2
#FINDTHEWETBACK	1
#FIRSTAMENDMENT…	1
#FIRSTDATES287	1
#FISA	2
#FLINTCRISIS…	1
#FLINTWATERCRISIS.	1
#FLIPTHE6TH	1
#FLORIDA	1
#FLYNN	1
#FLYNNGHAZI	1
#FOLLOWTHEFACTS	1
#FOOD	1
#FOODSTAMPFRAUD	1
#FOOTWEAR	1
#FOX	1
#FOXANDFRIENDS	1
#FRAUD	1
#FREECOUNTRY	1
#FREEPALESTINE	2
#FREEPRESS.	1
#FREMDSCHÄMEN	1
#FRIDAYFEELING	2
#FTHEWALL	1
#FUCKTRUMP	3
#FUC…	1
#FULLFRONTAL	1
#FUNNY	1
#F…	1
#G20	1
#GA	1
#GA06	1
#GA06…	1
#GA6	1
#GA6TH	6
#GAGOP	6
#GAPOL	6
#GARLANDNOTGORSUCH
#GARLANDNOTGORSUCH
#GARLANDNOTGORSUCH
#GARLANDNOTGORSUCH
#GARLANDNOTGORSUCH
#GARLANDNOTGORSUCH…	1
#GAYKIDS	1
#GAYTEENS	1
#GCHQ	1
#GCHQ,	1
#GCHQ…	1
#GEORGIA	1
#GERMAN	1
#GERMANREALNEWS	1
#GERMANY	9
#GERMANY.	1
#GITMO	1
#GLOBALDEV	1
#GLOBALISTS	2
#GOLF	1
#GONEWJERSEYGO	1
#GONZAGA	1
#GOODNEWSIN5WORDS	1
#GOP	9
#GORKA	3
#GORKA'S…	1
#GORKAMUSTGO	23
#GORKASAGONER	1
#GORSUCH	3
#GPUSA	3
#GRABYOURWALLET	8
#GRANDOLDPARTY	1
#GREEDCORRUPTION	1
#GUNSENSE…	1
#HACKING	2
#HANNITY	2
#HAVEASEAT	1
#HAWAII	1
#HEALTH	2
#HEALTHCARE,	2
#HEDOESNTREAD	1
#HEISNOTWORTHY	1
#HELIES	1
#HELPUS	1
#HESMYPRESIDENT…	24
#HILLARY	8
#HILLARY,	1
#HILLARYCLINTON	1
#HIRING	1
#HIS	1
#HIV	1
#HOLLYWOOD	1
#HOMELANDSECURITY	1
#HORROR	11
#HOUSE	1
#HUGEDICKMAN	1
#HUMANITARIAN	1
#HUNTING	1
#HYPOCRISY	2
#HYPOCRITE	1
#IA	1
#IAVA	3
#ICE	1
#IDIOT	1
#IDIOTS	1
#IDREAMZMEDIA:	1
#IFAWOODCHUCKCOULDCHUCKWOOD	1
#IGNORANCE	1
#IGNORESMOKESCREEN	1
#IHADONEJUSTLIKETHISONE	1
#ILLEGAL	1
#ILLEGALALIENS	5
#IMAYCRYALLNIGHT.	1
#IMLOVINIT	1
#IMMIGRATION	3
#IMMIGRATIONREFORM
HTTPS:/…	2
#IMPEACH	8
#IMPEACH45	4
#IMPEACH45…	2
#IMPEACHTRUMP	25
#IMPEACHTRUMP

HTTPS://T.C…	1
#IMPEACHTRUMP…	22
#IMPEACH…	6
#IMP…	15
#IN	1
#INDEPENDENTINVESTIGATION

#BUTDONTSAYTHATOUTLOUD	1
#INDEP…	1
#INDIVISIBLE	3
#INDIVISIBLE
#SCROTUS	1
#INDIVISIBLE
#SCROTUS…	12
#INDIVISIBLE,	1
#INDUSTRIE	1
#INEEDTOGOTOBED	1
#INFLATION	1
#INFO	1
#INSANE	1
#INSIDERS	2
#INTELGROUP
HTTPS:/…	2
#INTERNACIONAL	1
#INTERNATIONAL	1
#INVESTIGATIONCONTINUES	1
#IOWA	1
#IPADPRO	1
#IPHONE	1
#IRISHLITERAT…	2
#IRISHPROVERB	2
#ISLAMIST	1
#ISLAMOFASCIST	3
#ISRAEL	1
#ITALIANS4TRUMP…	1
#IVANKA	1
#J2150AB	1
#JCT_ARTICLE	1
#JESSEWATTERS	1
#JESUIT	1
#JEWSCHOOSETRUMP	1
#JOB	1
#JOHNIADAROLA	1
#JR.	1
#JUDICIALMALPRACTICE	1
#JU…	1
#KARENHANDEL	1
#KAUAI	1
#KELLYANNE	1
#KELLYANNECONWAY	2
#KELLYANNEMICROWAVE	1
#KENTUCKY	6
#KERALAELE	2
#KILL	1
#KILLER	1
#KLEPTOCRACY	1
#KLEPTOKLOWN	2
#KMT	1
#KONKURRENZFÄHIG	1
#KOREA,	1
#KREMLINGATE	2
#KREMLINGATE,	1
#LALEGE	1
#LASMÁSLEÍDAS	1
#LASTCALL	1
#LECHUGUINOS	3
#LESMOONVES	3
#LETTHEMEATCAKE	1
#LIARINCHIEFS	1
#LIBERAL	1
#LIBERALLOGIC	1
#LIBERALS	6
#LICKERS	1
#LIES	2
#LIESINWHITEHOUSE	1
#LIFECOMESATYOUFAST	1
#LIHTC	1
#LOCKHERUP	2
#LOCKHIMUP	2
#LOCKHIMUP!	1
#LOCKTHEMUP	2
#LOL	2
#LOOK	1
#LOSEASONGSTRAINOFTHOUGHT
HEAD,	1
#LOUISIANA	1
#LOVE	1
#LTAB17	1
#LYINGDONALD	2
#LYINRYAN?	1
#MADDOW	1
#MADKING	1
#MAGA	103
#MAGA

#OSSOFF	1
#MAGA
WITH	2
#MAGA!	4
#MAGAMILITIA	1
#MAGAPRO	1
#MAGA…	11
#MAKEAMERICAGOLFAGAIN	1
#MAKEAMERICAGREATAGAIN	8
#MALMÖ	1
#MANCHILD	1
#MARALAGO	7
#MARCHMADNESS	1
#MARCHMADNESS.	1
#MARIEANTOINETTE	1
#MARK	1
#MASSMEDIA	2
#MATTHUGHES	1
#MATURIN	1
#MAUI	1
#MAY1STRIKE	1
#MAYDAY	1
#MAYDAYSTRIKE	1
#MCCAIN	1
#MCMASTER	4
#MEALSONWHEELS	24
#MEALSONWHEELS.	1
#MEDIA	5
#MEDIABIAS	1
#MEDICAL	2
#MELANIATRUMP	4
#MEPOLITICS	1
#MERCERS	6
#MERICA	1
#MERKEL	32
#MERKEL'S	1
#MERKEL,	4
#MERKEL-#TRUMP	1
#MERKEL-BESUCH:	1
#MERKELMEETSTRUMP	2
#MERKELS	1
#MERKELTRUMP	10
#MERKELTRUMPVISIT:	1
#MERKELUSA	1
#MERKEL…	1
#MERKER	1
#MESTREDOVERNACULO	1
#MEXICAN	2
#MEXICANR…	1
#MEXICO	1
#MICHAELFLYNN’S	1
#MICROWAVE	1
#MISOGYNIST.	1
#MISSISSIPPI	1
#MITÄVITTUA	1
#MOFOS	1
#MONAGAS	1
#MONEY	4
#MONEYFORNOTHING	1
#MORELIFE	4
#MORINTOON	1
#MORONS	1
#MSM	7
#MSMBBIAS	1
#MSNBC	3
#MSNBC
HTTPS://T.CO/M5I3TOUTKZ	1
#MSNBC…	1
#MUSLIMBAN	8
#MUSLIMBAN2	1
#MUSLIMFOODSTAMPFRAUD	1
#MUSTREAD	3
#MUS…	1
#MVMT	2
#MYLEASTFAVORITE4WORDS	12
#MYLEASTFAVORITE4WORDS
1.	1
#MYLEASTFAVORITE4WORDS
DONALD	1
#MYLEASTFAVORITE4WORDS
PRESIDENT	1
#MYL…	1
#MÉXICO	1
#NASA	3
#NATION	3
#NATIONAL	1
#NATO	5
#NATO…	1
#NAZI-LINKED	1
#NC4EVERBLESSED…	2
#NEA	1
#NEILGORSUC…	5
#NEOCON	1
#NEWJOBSFORKELLYANNECONWAY

HAIRDRESSER	1
#NEWJOBS…	1
#NEWS	17
#NEWSROOM	2
#NE…	1
#NOAIRFORTHERESISTANCE😂	1
#NOAMCHOMSKY	1
#NOBANNOWALL	1
#NOBODYSPRESIDENT	1
#NODAPL	1
#NOJUSTICE	1
#NOMIKONST...	1
#NONORMALIZATION	1
#NORTHKOREA	1
#NORTHKOREA

POLL	4
#NORTHKOREA!	1
#NOTELOPIERDAS	1
#NOTESFROMUNDERTRUMP,	1
#NOTMUCH	1
#NOTMYPRESIDENT	6
#NOTMYPRES…	1
#NOTNORMAL	2
#NOWAR	1
#NPR.	1
#NRA	2
#NSA	5
#NUB	1
#NUCLEAR	1
#NWO	2
#NY	1
#NYR	1
#NZZ	2
#OAHU	1
#OBAMA	12
#OBAMA'S	1
#OBAMA.	1
#OBAMA?	1
#OBAMAGATE	11
#OBAMAGATE.	1
#OBAMAS	1
#OCEANS	1
#OF	1
#OILWAR
.	1
#ONLINENEWSSHOW	1
#ON…	1
#OOPS	5
#OPERATIVES	1
#ORANGEPREZ	1
#ORCHESTRATEDCHAOS	1
#OSCARS	1
#OSCARS…	1
#OUR	1
#OUTERSPACE	1
#OUTRAGEATTHEARROGANCE	1
#OWES	1
#OWNIT2017	1
#OWS	1
#P2	13
#P2B	2
#P2…	3
#PARTYOFGRUBER	1
#PATRIOT	1
#PAUL	1
#PAULRYAN’S	1
#PEDOGATE	1
#PEDOPHILE	1
#PEEOTUS
#MAGA	1
#PEOPLESPRESIDENT	1
#PHOENIX	1
#PHOTOOFTHEDAY…	1
#PIÑERAZOMBIE.	1
#PJNET	19
#PJ…	1
#PLAN:	1
#PLANNEDPARENTHOOD	1
#POLITICA	1
#POLITICALNEWSLOCKER	1
#POLITICS	2
#POLL	1
#POOR	1
#POS	3
#POTUS	17
#POTUS.	2
#POTUSTRUMP	1
#PRAY	1
#PRESIDENT	1
#PRESIDENTCHEETO	1
#PRESIDENTHILLARY	1
#PRESIDENTIAL	29
